,carat,cut,color,clarity,depth,table,price,x,y,z
6475,1.25,Very Good,H,SI2,63.5,57.0,4060,6.73,6.65,4.25
6477,1.02,Premium,I,SI2,62.2,58.0,4061,6.41,6.36,3.97
6478,0.9,Good,F,SI1,63.9,59.0,4062,6.06,6.09,3.88
6479,0.9,Premium,F,SI1,60.4,59.0,4062,6.29,6.32,3.81
6480,0.9,Very Good,E,VS2,61.1,63.0,4062,6.2,6.17,3.78
6481,0.89,Ideal,G,VVS2,61.7,55.0,4062,6.22,6.19,3.83
6482,0.93,Premium,G,SI1,61.0,59.0,4062,6.34,6.28,3.85
6483,0.9,Premium,E,VS2,62.3,55.0,4062,6.18,6.14,3.84
6484,0.97,Premium,F,SI2,61.9,58.0,4063,6.31,6.35,3.92
6485,0.97,Very Good,F,SI2,59.9,59.0,4063,6.38,6.45,3.84
6487,0.9,Premium,H,VS1,61.8,56.0,4064,6.18,6.16,3.81
6488,0.9,Very Good,H,VS2,62.1,60.0,4064,6.11,6.2,3.82
6489,1.01,Very Good,D,SI2,62.9,59.0,4064,6.29,6.37,3.98
6490,1.01,Good,G,SI1,63.1,55.0,4064,6.31,6.33,3.99
6491,1.01,Very Good,G,SI1,62.3,59.0,4064,6.34,6.37,3.96
6492,0.96,Very Good,H,SI1,63.1,58.0,4064,6.2,6.25,3.93
6493,0.9,Premium,H,VS1,63.0,59.0,4064,6.13,6.1,3.85
6494,1.12,Premium,J,SI1,62.3,57.0,4064,6.72,6.61,4.15
6495,1.12,Premium,J,SI1,62.7,55.0,4064,6.65,6.61,4.16
6496,1.44,Premium,J,SI2,58.2,58.0,4064,7.39,7.35,4.29
6497,0.9,Ideal,H,VS1,61.2,57.0,4064,6.28,6.24,3.83
6498,0.9,Premium,H,VS1,61.5,59.0,4064,6.19,6.13,3.79
6499,1.12,Premium,H,SI2,62.4,58.0,4065,6.58,6.63,4.12
6500,1.1,Good,E,SI2,63.3,56.0,4065,6.53,6.58,4.15
6501,0.92,Ideal,F,SI2,62.0,54.0,4065,6.26,6.32,3.9
6502,1.0,Good,D,SI2,64.3,59.0,4065,6.21,6.3,4.02
6503,0.91,Very Good,H,VS1,61.7,56.0,4066,6.22,6.25,3.85
6504,0.91,Very Good,H,VS1,62.7,63.0,4066,6.1,6.03,3.8
6505,1.12,Very Good,J,SI2,58.5,60.0,4066,6.83,6.89,4.01
6506,1.1,Very Good,G,SI2,63.4,56.0,4066,6.56,6.54,4.15
6507,0.91,Ideal,D,SI2,62.6,54.0,4067,6.22,6.25,3.9
6508,0.91,Good,F,SI1,58.0,57.0,4067,6.36,6.47,3.72
6509,0.9,Very Good,D,SI1,62.4,63.0,4068,6.15,6.18,3.85
6510,0.9,Very Good,D,SI1,61.8,61.0,4068,6.16,6.2,3.82
6511,0.9,Very Good,D,SI1,62.5,63.0,4068,6.11,6.14,3.83
6512,0.9,Very Good,D,SI1,61.1,63.0,4068,6.17,6.21,3.78
6513,0.9,Good,D,SI1,63.2,62.0,4068,6.06,6.13,3.85
6514,0.9,Very Good,D,SI1,62.8,59.0,4068,6.06,6.1,3.82
6515,0.92,Ideal,G,SI2,62.4,56.0,4068,6.21,6.23,3.88
6516,0.95,Ideal,E,SI2,62.2,56.0,4068,6.26,6.35,3.92
6517,0.84,Ideal,E,SI1,61.7,53.0,4068,6.08,6.11,3.76
6518,0.8,Ideal,F,VS1,62.8,56.0,4070,5.91,5.96,3.73
6519,0.95,Premium,E,SI2,60.7,59.0,4070,6.36,6.3,3.84
6520,1.03,Premium,E,SI2,58.8,62.0,4070,6.58,6.51,3.85
6521,1.1,Ideal,E,SI2,59.4,54.0,4071,6.79,6.74,4.02
6522,1.18,Good,E,SI2,63.6,57.0,4071,6.74,6.72,4.28
6523,1.12,Premium,D,SI2,61.2,59.0,4071,6.7,6.66,4.09
6524,1.01,Premium,I,SI1,61.8,58.0,4072,6.45,6.37,3.96
6525,1.01,Premium,G,SI1,60.2,58.0,4072,6.48,6.44,3.89
6526,1.01,Very Good,F,SI2,63.1,57.0,4072,6.37,6.3,4.0
6527,1.01,Premium,D,SI2,61.7,59.0,4072,6.41,6.37,3.94
6528,0.9,Ideal,H,VS2,62.7,57.0,4072,6.13,6.15,3.85
6529,0.9,Good,H,VS1,60.6,61.0,4072,6.13,6.19,3.73
6530,1.01,Premium,H,SI2,59.4,59.0,4072,6.56,6.53,3.89
6531,1.01,Good,H,SI2,63.7,55.0,4072,6.37,6.32,4.04
6533,1.01,Very Good,I,SI1,63.4,62.0,4072,6.25,6.18,3.94
6534,1.01,Premium,F,SI2,62.0,59.0,4072,6.49,6.43,4.01
6535,1.01,Good,F,SI2,63.6,59.0,4072,6.38,6.34,4.04
6536,1.01,Premium,I,SI2,60.5,60.0,4072,6.52,6.5,3.94
6537,1.01,Premium,I,SI1,58.6,62.0,4072,6.51,6.45,3.8
6538,0.93,Premium,I,VS2,62.7,61.0,4073,6.24,6.14,3.88
6539,1.11,Ideal,J,SI2,62.5,57.0,4073,6.64,6.6,4.14
6540,0.9,Very Good,F,SI1,61.6,58.0,4074,6.12,6.26,3.81
6541,0.99,Premium,F,SI2,60.6,61.0,4075,6.45,6.38,3.89
6542,1.07,Premium,I,SI1,58.4,60.0,4075,6.78,6.68,3.93
6543,1.11,Very Good,I,SI2,63.1,57.0,4075,6.59,6.54,4.14
6544,1.0,Ideal,E,SI2,62.3,57.0,4077,6.33,6.28,3.93
6545,0.91,Ideal,E,VS2,62.1,55.0,4077,6.17,6.14,3.82
6546,0.92,Premium,H,VS2,61.3,58.0,4077,6.21,6.26,3.82
6549,0.9,Ideal,G,SI2,60.6,55.0,4077,6.27,6.33,3.82
6550,1.0,Premium,E,SI2,60.5,61.0,4077,6.38,6.31,3.84
6551,1.12,Premium,H,SI2,61.0,59.0,4077,6.72,6.66,4.08
6552,1.0,Premium,E,SI2,59.1,61.0,4077,6.44,6.39,3.79
6553,1.0,Very Good,E,SI2,59.5,63.0,4077,6.47,6.41,3.83
6554,1.0,Ideal,E,SI2,60.7,55.0,4077,6.39,6.33,3.86
6555,1.12,Premium,H,SI2,61.0,56.0,4077,6.68,6.65,4.07
6556,1.0,Premium,E,SI2,62.6,56.0,4077,6.43,6.39,4.01
6557,1.04,Ideal,H,SI2,59.6,56.0,4077,6.64,6.59,3.94
6558,1.04,Ideal,H,SI2,62.2,56.0,4077,6.51,6.48,4.04
6559,1.12,Premium,I,SI1,61.3,58.0,4077,6.69,6.68,4.1
6560,1.0,Premium,E,SI2,62.0,59.0,4077,6.43,6.3,3.95
6561,1.0,Premium,I,VS1,60.6,58.0,4077,6.47,6.4,3.9
6562,1.0,Fair,E,SI2,64.6,60.0,4077,6.23,6.18,4.01
6563,0.9,Good,D,SI2,64.0,59.0,4078,6.04,6.09,3.88
6564,0.9,Very Good,D,SI2,62.9,56.0,4078,6.09,6.19,3.86
6565,0.9,Ideal,D,SI2,62.4,56.0,4078,6.16,6.24,3.87
6566,1.03,Premium,H,SI2,60.7,59.0,4078,6.48,6.54,3.95
6567,1.03,Ideal,I,SI1,61.3,56.0,4078,6.49,6.53,3.99
6568,1.03,Premium,H,SI2,62.3,59.0,4078,6.42,6.46,4.01
6569,1.09,Very Good,I,SI2,63.8,57.0,4078,6.5,6.55,4.16
6570,1.01,Ideal,H,SI2,60.7,59.0,4078,6.47,6.45,3.92
6571,1.01,Ideal,H,SI2,61.3,59.0,4078,6.5,6.46,3.97
6572,0.97,Ideal,E,SI2,62.3,56.0,4078,6.28,6.33,3.93
6573,1.06,Premium,E,SI1,59.2,60.0,4078,6.64,6.6,3.92
6574,1.02,Premium,G,SI2,58.1,58.0,4078,6.67,6.58,3.85
6575,1.19,Premium,G,SI2,62.4,59.0,4078,6.74,6.71,4.2
6576,1.01,Good,G,SI2,63.5,58.0,4079,6.34,6.39,4.04
6577,1.01,Ideal,G,SI2,59.5,57.0,4079,6.56,6.59,3.91
6578,0.9,Premium,G,VS2,60.6,61.0,4079,6.19,6.13,3.73
6579,1.0,Very Good,I,SI2,60.7,59.0,4080,6.4,6.46,3.9
6580,0.91,Very Good,G,SI1,63.5,58.0,4081,6.15,6.04,3.87
6581,0.9,Very Good,G,VS2,63.5,62.0,4081,6.07,6.11,3.87
6582,1.0,Very Good,F,SI2,62.8,57.0,4081,6.37,6.44,4.02
6583,1.0,Good,I,VS2,62.6,59.0,4081,6.28,6.33,3.95
6584,1.0,Very Good,F,SI2,62.9,59.0,4081,6.3,6.39,3.99
6585,1.0,Very Good,F,SI2,62.6,58.0,4081,6.31,6.37,3.97
6586,1.0,Good,F,SI2,63.8,58.0,4081,6.28,6.33,4.02
6587,1.0,Good,F,SI2,62.7,57.0,4081,6.29,6.34,3.96
6588,0.93,Very Good,F,SI1,58.8,60.0,4081,6.37,6.49,3.78
6589,0.93,Premium,F,SI1,62.5,58.0,4081,6.19,6.22,3.88
6590,0.91,Very Good,F,SI2,60.6,56.0,4081,6.27,6.3,3.81
6591,1.0,Good,H,SI2,63.0,56.0,4081,6.31,6.38,4.0
6592,0.9,Very Good,H,VS2,63.3,59.0,4082,6.05,6.01,3.82
6593,1.0,Very Good,F,SI2,60.2,59.0,4082,6.41,6.48,3.88
6594,0.74,Ideal,E,VVS2,62.2,57.0,4082,5.78,5.83,3.61
6595,0.72,Ideal,D,VS2,61.8,56.0,4082,5.74,5.78,3.56
6596,0.72,Ideal,D,VS2,61.0,55.0,4082,5.79,5.81,3.54
6597,0.9,Premium,H,VS2,61.8,58.0,4082,6.17,6.12,3.8
6598,0.9,Premium,H,VS2,61.3,59.0,4082,6.24,6.19,3.81
6599,0.9,Premium,H,VS2,62.7,59.0,4082,6.15,6.1,3.84
6600,0.9,Premium,H,VS2,62.0,57.0,4082,6.16,6.1,3.8
6601,0.9,Premium,H,VS2,61.8,56.0,4082,6.25,6.18,3.84
6602,0.9,Premium,H,VS2,60.7,58.0,4082,6.21,6.17,3.76
6603,1.35,Premium,J,SI1,62.1,54.0,4082,7.15,7.09,4.42
6604,1.1,Very Good,I,SI2,62.8,57.0,4083,6.56,6.63,4.14
6605,1.12,Premium,G,SI2,61.2,58.0,4084,6.67,6.69,4.09
6606,1.04,Very Good,G,SI2,60.3,62.0,4084,6.5,6.56,3.94
6607,1.02,Very Good,I,SI2,62.6,56.0,4084,6.41,6.44,4.02
6608,0.64,Ideal,D,VVS1,61.8,54.0,4084,5.54,5.56,3.43
6609,1.1,Good,G,SI2,64.2,56.0,4084,6.55,6.51,4.19
6610,1.11,Very Good,J,SI1,63.3,61.0,4084,6.56,6.49,4.13
6612,0.8,Ideal,E,VS1,62.1,56.0,4086,5.92,5.97,3.69
6613,0.92,Good,D,SI1,63.6,57.0,4086,6.14,6.09,3.89
6615,0.81,Ideal,D,VS2,62.1,56.0,4087,6.01,5.98,3.72
6616,1.0,Very Good,F,SI1,63.2,54.0,4088,6.3,6.23,3.96
6617,1.0,Premium,H,SI2,58.6,59.0,4088,6.57,6.5,3.83
6618,0.9,Ideal,G,SI1,62.1,56.0,4088,6.2,6.16,3.84
6619,1.0,Premium,H,SI2,63.0,61.0,4088,6.35,6.31,3.99
6620,1.0,Very Good,I,SI1,63.2,56.0,4088,6.37,6.31,4.01
6621,0.9,Very Good,I,VS2,61.4,58.0,4089,6.22,6.25,3.83
6622,1.01,Premium,E,SI2,60.8,58.0,4089,6.49,6.46,3.94
6623,0.85,Ideal,E,SI1,63.0,56.0,4089,6.0,6.04,3.79
6624,0.92,Good,G,SI1,60.6,60.0,4089,6.29,6.32,3.82
6625,1.09,Premium,I,SI1,62.0,58.0,4090,6.6,6.56,4.08
6626,1.09,Premium,I,VS2,59.0,61.0,4090,6.78,6.75,3.98
6627,0.9,Ideal,E,SI2,62.7,54.0,4091,6.13,6.21,3.87
6628,1.17,Premium,F,SI2,59.9,59.0,4092,6.82,6.86,4.1
6629,1.06,Ideal,I,SI2,61.3,56.0,4092,6.55,6.59,4.03
6630,0.79,Ideal,I,VVS2,61.7,56.0,4092,5.94,5.95,3.67
6631,1.11,Ideal,J,SI2,61.7,57.0,4092,6.63,6.69,4.11
6632,0.9,Very Good,E,SI1,63.1,61.0,4092,6.18,6.14,3.89
6633,0.9,Premium,E,SI1,59.8,58.0,4092,6.26,6.21,3.73
6634,0.9,Ideal,E,SI1,63.0,56.0,4092,6.15,6.1,3.86
6635,0.9,Premium,E,SI1,62.7,62.0,4092,6.22,6.1,3.85
6636,0.9,Very Good,E,SI1,63.1,60.0,4092,6.18,6.14,3.89
6637,0.9,Good,G,VS2,63.6,59.0,4093,6.04,6.1,3.86
6638,0.9,Very Good,G,VS2,59.6,61.0,4093,6.2,6.25,3.71
6640,0.9,Ideal,I,VS1,61.3,55.0,4093,6.21,6.25,3.82
6641,1.13,Premium,J,SI2,59.7,59.0,4093,6.85,6.76,4.06
6642,1.08,Ideal,J,VS2,62.3,56.0,4093,6.6,6.53,4.09
6643,0.72,Ideal,E,VVS2,62.0,54.9,4094,5.75,5.78,3.57
6644,1.0,Premium,G,SI2,62.7,59.0,4095,6.3,6.36,3.97
6645,0.7,Very Good,D,VS1,60.3,58.0,4095,5.76,5.79,3.48
6647,1.03,Ideal,E,SI2,62.0,55.0,4095,6.46,6.44,4.0
6648,0.91,Ideal,H,SI1,61.6,56.0,4096,6.21,6.25,3.84
6649,1.11,Premium,G,SI1,60.9,59.0,4096,6.69,6.64,4.07
6650,0.92,Premium,D,SI2,62.4,58.0,4096,6.19,6.18,3.86
6651,0.92,Premium,D,SI2,62.4,60.0,4096,6.25,6.21,3.89
6652,1.5,Premium,F,I1,62.6,57.0,4096,7.33,7.21,4.55
6653,1.06,Premium,I,SI2,60.9,58.0,4096,6.6,6.56,4.01
6654,0.95,Very Good,J,VVS2,60.5,59.0,4098,6.33,6.36,3.84
6655,0.94,Premium,E,SI2,62.4,58.0,4098,6.26,6.33,3.93
6656,1.08,Premium,J,SI1,61.0,60.0,4098,6.57,6.62,4.02
6657,1.23,Ideal,H,I1,61.8,56.0,4098,6.91,6.85,4.25
6658,0.9,Very Good,I,VVS1,61.3,59.0,4099,6.17,6.2,3.79
6659,1.01,Ideal,J,SI2,61.9,55.3,4099,6.43,6.5,4.01
6660,0.9,Very Good,F,SI1,62.8,59.0,4099,6.1,6.16,3.85
6662,1.2,Ideal,J,VS2,61.6,54.0,4099,6.88,6.82,4.22
6663,1.03,Very Good,H,SI2,60.9,57.0,4101,6.5,6.58,3.98
6664,1.11,Ideal,J,SI2,62.6,54.0,4101,6.61,6.64,4.15
6665,0.9,Ideal,H,SI2,61.8,57.0,4101,6.17,6.19,3.82
6666,0.9,Ideal,H,SI2,61.8,56.0,4101,6.17,6.2,3.82
6667,0.9,Ideal,H,SI2,61.9,55.0,4101,6.21,6.19,3.84
6668,1.03,Good,F,SI2,61.7,63.0,4101,6.46,6.51,4.0
6669,0.97,Ideal,G,SI2,62.7,57.0,4101,6.31,6.28,3.95
6670,0.97,Premium,G,SI2,61.3,57.0,4101,6.37,6.32,3.89
6671,1.11,Very Good,E,SI2,61.6,61.0,4102,6.61,6.66,4.09
6672,1.11,Very Good,E,SI2,61.7,63.0,4102,6.54,6.65,4.07
6673,1.2,Very Good,J,SI2,61.8,56.0,4102,6.81,6.85,4.22
6674,0.31,Premium,G,SI2,60.3,59.0,408,4.35,4.37,2.63
6675,0.31,Very Good,I,SI1,60.7,60.0,408,4.33,4.37,2.64
6676,0.31,Premium,I,SI1,62.3,59.0,408,4.29,4.32,2.68
6677,0.31,Premium,G,SI2,61.3,58.0,408,4.37,4.4,2.69
6678,0.31,Ideal,G,SI2,61.7,56.0,408,4.34,4.38,2.69
6679,0.31,Good,I,SI1,63.3,53.0,408,4.3,4.32,2.73
6680,0.31,Ideal,G,SI2,60.5,57.0,408,4.36,4.4,2.65
6681,0.31,Good,I,SI1,63.8,55.0,408,4.31,4.34,2.76
6682,0.31,Good,G,SI2,63.3,54.0,408,4.29,4.34,2.73
6683,0.32,Ideal,J,VS2,61.5,53.0,409,4.44,4.47,2.74
6684,0.35,Good,J,SI1,63.3,56.0,409,4.5,4.53,2.86
6685,0.25,Very Good,E,VS2,59.7,61.0,409,4.08,4.1,2.44
6686,0.3,Premium,H,SI2,60.2,62.0,410,4.37,4.34,2.62
6687,0.25,Very Good,D,VS1,62.1,60.0,410,4.03,4.05,2.51
6688,0.36,Premium,J,SI1,61.6,60.0,410,4.54,4.58,2.81
6689,0.3,Ideal,J,VS1,62.0,57.0,411,4.28,4.3,2.66
6690,0.3,Ideal,J,VS1,62.2,57.0,411,4.27,4.28,2.66
6691,0.23,Premium,D,VS2,58.5,61.0,411,4.06,3.98,2.35
6692,0.24,Very Good,E,VS1,62.5,55.0,412,3.96,3.98,2.48
6693,0.27,Ideal,I,VVS2,62.0,54.5,412,4.15,4.19,2.58
6694,0.31,Good,J,VS1,61.9,61.0,412,4.29,4.34,2.67
6695,0.27,Very Good,E,VS1,60.6,59.0,413,4.19,4.22,2.55
6696,0.27,Very Good,D,VS1,62.2,58.0,413,4.14,4.15,2.58
6697,0.3,Very Good,G,SI1,60.1,58.0,413,4.31,4.34,2.6
6698,0.3,Very Good,D,SI2,62.3,58.0,413,4.26,4.28,2.66
6699,0.3,Ideal,J,VVS2,62.0,54.0,413,4.3,4.34,2.68
6700,0.32,Ideal,J,VS2,62.3,55.3,413,4.36,4.37,2.72
6701,0.34,Ideal,J,VS1,61.9,55.0,413,4.5,4.54,2.8
6702,0.33,Ideal,F,SI2,61.4,57.0,413,4.44,4.48,2.74
6703,0.3,Ideal,D,SI2,61.1,58.0,413,4.31,4.33,2.64
6704,0.23,Very Good,D,VS2,60.2,57.0,577,4.02,4.07,2.43
6705,0.3,Ideal,H,VVS2,61.0,55.0,577,4.33,4.34,2.65
6706,0.31,Ideal,G,VS2,62.1,55.0,577,4.35,4.38,2.71
6707,0.27,Ideal,F,VS2,60.9,57.0,577,4.17,4.2,2.55
6708,0.27,Ideal,F,VS2,60.3,56.0,577,4.24,4.27,2.56
6709,0.27,Ideal,E,VS2,61.0,55.0,577,4.18,4.2,2.56
6710,0.27,Ideal,F,VS1,61.7,57.0,577,4.15,4.18,2.57
6711,0.27,Ideal,E,VS1,60.5,56.0,577,4.21,4.22,2.55
6712,0.25,Ideal,H,VVS1,62.5,56.0,577,4.06,4.03,2.53
6713,0.25,Premium,H,VVS1,59.8,59.0,577,4.09,4.07,2.44
6714,0.25,Premium,H,VVS1,60.1,62.0,577,4.11,4.08,2.46
6715,0.25,Premium,H,VVS1,62.7,60.0,577,4.03,3.98,2.51
6716,0.33,Premium,F,VS2,60.0,60.0,577,4.45,4.49,2.68
6717,0.31,Very Good,H,VVS2,62.6,56.0,578,4.33,4.36,2.72
6718,0.31,Very Good,H,VVS2,61.2,55.0,578,4.41,4.44,2.7
6719,0.26,Ideal,I,VS1,61.6,54.0,578,4.08,4.12,2.53
6720,0.3,Very Good,E,VS1,61.5,57.0,578,4.28,4.31,2.64
6721,0.4,Very Good,F,SI2,62.6,53.0,579,4.7,4.75,2.96
6722,0.4,Very Good,F,SI2,62.1,57.0,579,4.7,4.74,2.93
6723,0.36,Ideal,G,VS2,62.3,54.0,579,4.59,4.62,2.87
6725,0.33,Premium,E,SI1,60.4,59.0,579,4.43,4.47,2.69
6726,0.33,Ideal,G,VS2,62.2,56.0,579,4.43,4.44,2.76
6727,0.33,Very Good,G,VS2,60.6,61.0,579,4.46,4.49,2.71
6728,0.33,Good,E,SI1,63.4,55.0,579,4.37,4.4,2.78
6729,0.33,Very Good,E,SI1,60.2,58.0,579,4.49,4.55,2.72
6730,0.33,Good,E,SI1,63.8,55.0,579,4.36,4.38,2.79
6731,0.33,Very Good,E,SI1,60.3,60.0,579,4.47,4.49,2.7
6732,0.33,Premium,G,VS2,61.3,59.0,579,4.44,4.46,2.73
6733,0.33,Ideal,H,VS1,61.5,56.0,579,4.44,4.47,2.74
6736,1.09,Premium,E,SI2,60.1,62.0,4102,6.72,6.6,4.0
6737,1.02,Premium,H,SI1,61.8,56.0,4102,6.47,6.42,3.98
6738,0.9,Ideal,F,SI1,62.3,56.0,4103,6.17,6.13,3.83
6739,0.9,Premium,F,SI1,62.6,60.0,4103,6.11,6.06,3.81
6740,1.06,Ideal,I,SI2,61.9,59.0,4103,6.47,6.52,4.02
6741,0.9,Very Good,F,SI1,63.1,56.0,4103,6.17,6.12,3.88
6742,0.91,Very Good,G,VS2,64.0,56.6,4105,6.09,6.15,3.92
6743,1.07,Premium,J,SI2,62.4,58.0,4105,6.54,6.47,4.06
6744,1.2,Ideal,J,VS2,62.2,54.0,4106,6.84,6.8,4.24
6745,0.9,Premium,E,SI1,61.1,58.0,4106,6.22,6.26,3.81
6746,1.01,Good,E,SI1,64.3,59.0,4106,6.28,6.31,4.05
6747,0.94,Premium,G,SI1,61.9,57.0,4106,6.29,6.24,3.88
6749,1.3,Very Good,J,VS2,63.3,57.0,4106,6.98,6.96,4.41
6750,1.0,Very Good,I,SI2,62.6,57.0,4107,6.37,6.4,4.0
6753,0.91,Ideal,F,SI1,60.2,57.0,4108,6.29,6.34,3.8
6754,0.91,Very Good,F,SI1,62.2,57.0,4108,6.19,6.25,3.87
6755,0.87,Ideal,D,SI1,62.6,56.0,4108,6.17,6.08,3.84
6757,0.91,Ideal,H,VS1,62.9,55.0,4109,6.23,6.13,3.89
6758,0.93,Very Good,G,SI1,61.5,57.0,4111,6.23,6.33,3.86
6759,0.81,Ideal,H,IF,61.6,58.0,4111,5.98,6.01,3.69
6760,1.05,Very Good,H,SI2,63.8,58.0,4112,6.38,6.45,4.09
6761,1.02,Premium,H,SI2,60.9,58.0,4113,6.53,6.41,3.94
6762,0.91,Good,D,SI1,63.1,61.0,4113,6.1,6.16,3.87
6763,1.09,Very Good,F,SI2,58.5,59.0,4113,6.75,6.8,3.96
6764,0.93,Very Good,E,SI2,62.5,58.0,4113,6.21,6.24,3.89
6766,0.82,Ideal,D,SI1,61.9,56.0,4113,5.99,6.02,3.72
6767,1.13,Fair,H,SI2,64.4,58.0,4113,6.59,6.51,4.22
6768,1.02,Premium,H,SI2,61.1,61.0,4113,6.51,6.48,3.97
6769,1.13,Premium,I,SI1,61.7,58.0,4113,6.66,6.62,4.1
6770,1.02,Premium,I,SI1,61.7,58.0,4113,6.48,6.45,3.99
6771,1.2,Premium,J,SI1,62.8,58.0,4113,6.77,6.7,4.23
6772,0.96,Premium,E,SI2,62.6,60.0,4113,6.32,6.26,3.94
6773,1.02,Ideal,I,SI2,60.6,56.0,4113,6.57,6.53,3.97
6774,0.7,Very Good,E,VVS1,61.9,58.0,4114,5.6,5.67,3.49
6775,0.7,Ideal,F,VVS2,61.7,55.0,4114,5.7,5.74,3.53
6776,0.7,Ideal,F,VVS2,61.2,56.0,4114,5.73,5.78,3.52
6777,0.9,Good,I,VVS1,63.6,58.0,4114,6.14,6.1,3.89
6778,0.9,Premium,D,SI2,59.2,60.0,4114,6.34,6.3,3.74
6780,0.9,Very Good,G,VS1,61.5,56.0,4116,6.15,6.2,3.8
6781,1.01,Good,H,SI1,64.0,58.0,4116,6.31,6.37,4.06
6782,1.01,Good,H,SI1,63.4,58.0,4116,6.37,6.41,4.05
6783,0.73,Very Good,D,VS1,61.1,59.0,4116,5.79,5.86,3.56
6784,0.98,Ideal,G,SI2,62.9,57.0,4116,6.33,6.29,3.97
6785,0.92,Good,H,VS1,62.3,63.0,4116,6.18,6.3,3.88
6786,1.05,Premium,H,SI2,61.4,58.0,4116,6.58,6.54,4.03
6787,1.05,Premium,G,SI2,61.7,56.0,4116,6.57,6.53,4.04
6788,1.05,Premium,J,VS1,60.0,60.0,4116,6.46,6.43,4.0
6789,1.05,Ideal,J,VS1,62.8,57.0,4116,6.45,6.41,4.04
6790,1.0,Premium,E,SI2,62.6,60.0,4116,6.35,6.33,3.97
6791,0.9,Good,D,SI1,64.4,60.0,4117,5.95,6.0,3.85
6792,0.8,Very Good,E,VS1,60.7,60.0,4118,6.0,6.09,3.67
6793,1.02,Ideal,I,SI2,61.8,57.0,4118,6.44,6.46,3.99
6794,1.01,Ideal,E,SI2,63.0,56.0,4118,6.34,6.3,3.98
6795,1.01,Premium,E,SI2,60.6,58.0,4118,6.53,6.47,3.94
6797,1.01,Very Good,E,SI2,63.1,61.0,4118,6.34,6.27,3.98
6798,1.01,Fair,E,SI2,64.7,55.0,4118,6.37,6.3,4.1
6800,1.01,Good,E,SI2,63.7,55.0,4118,6.38,6.31,4.05
6801,1.01,Premium,G,SI1,63.0,60.0,4118,6.34,6.3,3.98
6802,1.01,Ideal,I,VS1,62.9,56.0,4118,6.43,6.38,4.03
6803,1.01,Premium,G,SI1,60.0,59.0,4118,6.51,6.47,3.89
6804,1.07,Premium,H,SI2,62.2,59.0,4119,6.47,6.53,4.04
6805,0.9,Good,F,SI1,62.5,59.0,4119,6.1,6.13,3.82
6806,0.9,Very Good,F,SI1,62.7,59.0,4119,6.12,6.16,3.85
6807,1.01,Very Good,F,SI2,62.8,58.0,4119,6.31,6.36,3.98
6808,1.01,Ideal,H,SI2,62.8,56.0,4119,6.38,6.45,4.03
6809,1.01,Good,F,SI2,58.2,63.0,4119,6.51,6.55,3.8
6810,1.01,Very Good,J,VS2,59.3,59.0,4120,6.5,6.58,3.88
6811,1.11,Premium,I,SI2,61.5,58.0,4120,6.61,6.65,4.08
6812,1.06,Ideal,H,SI1,62.7,57.0,4120,6.48,6.53,4.08
6813,1.11,Premium,I,SI2,61.8,58.0,4120,6.61,6.66,4.1
6814,0.9,Good,D,SI1,63.8,58.0,4120,6.13,6.09,3.9
6815,1.09,Premium,I,SI2,61.3,55.0,4120,6.66,6.62,4.07
6816,1.01,Very Good,F,SI2,62.7,56.0,4121,6.35,6.4,4.0
6817,1.01,Good,I,VS2,62.8,59.0,4121,6.34,6.4,4.0
6818,1.01,Very Good,F,SI2,62.2,58.0,4121,6.36,6.4,3.97
6819,1.01,Good,F,SI2,63.6,59.0,4121,6.34,6.37,4.04
6820,1.01,Very Good,F,SI2,61.0,60.0,4121,6.44,6.48,3.94
6821,1.01,Premium,F,SI2,60.6,60.0,4121,6.46,6.5,3.93
6822,0.91,Premium,D,SI2,62.2,59.0,4123,6.19,6.23,3.86
6823,0.91,Very Good,D,SI2,61.5,56.0,4123,6.22,6.27,3.84
6824,0.91,Premium,D,SI2,61.1,60.0,4123,6.24,6.29,3.83
6825,1.13,Fair,J,SI1,64.9,55.0,4123,6.49,6.56,4.24
6826,1.04,Premium,D,SI2,60.9,57.0,4123,6.54,6.49,3.97
6827,0.9,Very Good,F,VS2,62.7,62.0,4124,6.11,6.17,3.85
6828,0.71,Ideal,E,VVS2,62.0,57.0,4124,5.7,5.72,3.54
6829,0.9,Good,G,VS2,64.9,61.0,4124,5.91,5.99,3.86
6830,1.08,Premium,G,SI2,63.0,54.0,4124,6.58,6.54,4.13
6831,1.14,Ideal,F,I1,61.3,56.0,4124,6.76,6.74,4.13
6832,1.0,Good,H,SI2,62.7,58.0,4125,6.31,6.33,3.96
6833,1.0,Very Good,E,SI2,62.8,59.0,4125,6.3,6.34,3.97
6834,1.0,Ideal,I,SI1,59.8,57.0,4125,6.44,6.5,3.87
6835,1.0,Very Good,I,SI1,63.0,58.0,4125,6.3,6.33,3.98
6836,1.04,Very Good,G,SI2,62.7,57.0,4125,6.4,6.46,4.03
6837,0.8,Ideal,E,SI1,61.9,55.0,4125,5.94,5.98,3.69
6838,0.91,Good,G,VS2,59.9,61.0,4125,6.2,6.33,3.75
6839,0.9,Fair,E,VS2,64.5,61.0,4125,6.07,6.03,3.9
6840,0.8,Very Good,F,VVS2,62.7,58.0,4126,5.88,5.92,3.7
6841,0.9,Very Good,I,VS1,62.6,59.0,4126,6.11,6.15,3.84
